[2024-12-10 12:42:37 : INFO] - Cache for URL: https://theanalytichub.com/?p=13728 has been purged, triggered by action: save_post 
[2024-12-28 04:34:51 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2024-12-28 04:34:51 : INFO] - Cache for URL: https://trainyit.appszonebd.com/why-ms-excel-is-mendatory/ has been purged, triggered by action: save_post 
[2024-12-28 04:34:51 : INFO] - Cache for next post (with URL: https://trainyit.appszonebd.com/the-ever-evolving-world-of-web-development/) adjacent to post with id: 15727 has been purged, triggered by action: save_post 
[2024-12-28 04:34:51 : INFO] - Cache for all archives page associated with post_type: post and Title: "Why MS Excel is mendatory" have been purged, triggered by action: save_post 
[2024-12-28 04:37:35 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2024-12-28 04:37:35 : INFO] - Cache for URL: https://trainyit.appszonebd.com/why-ms-excel-is-mendatory/ has been purged, triggered by action: save_post 
[2024-12-28 04:37:35 : INFO] - Cache for next post (with URL: https://trainyit.appszonebd.com/the-ever-evolving-world-of-web-development/) adjacent to post with id: 15727 has been purged, triggered by action: save_post 
[2024-12-28 04:37:35 : INFO] - Cache for all archives page associated with post_type: post and Title: "Why MS Excel is mendatory" have been purged, triggered by action: save_post 
[2024-12-28 04:37:36 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2024-12-28 04:37:36 : INFO] - Cache for URL: https://trainyit.appszonebd.com/why-ms-excel-is-mendatory/ has been purged, triggered by action: save_post 
[2024-12-28 04:37:36 : INFO] - Cache for next post (with URL: https://trainyit.appszonebd.com/the-ever-evolving-world-of-web-development/) adjacent to post with id: 15727 has been purged, triggered by action: save_post 
[2024-12-28 04:37:36 : INFO] - Cache for all archives page associated with post_type: post and Title: "Why MS Excel is mendatory" have been purged, triggered by action: save_post 
[2024-12-28 04:38:47 : INFO] - Cache for URL: https://trainyit.appszonebd.com/?p=15750 has been purged, triggered by action: save_post 
[2024-12-28 04:38:47 : INFO] - Cache for previous post (with URL: https://trainyit.appszonebd.com/the-ever-evolving-world-of-web-development/) adjacent to post with id: 15750 has been purged, triggered by action: save_post 
[2024-12-28 04:38:47 : INFO] - Cache for all archives page associated with post_type: post and Title: "Auto Draft" have been purged, triggered by action: save_post 
[2024-12-28 04:39:10 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2024-12-28 04:39:10 : INFO] - Cache for URL: https://trainyit.appszonebd.com/why-ms-excel-is-mendatory/ has been purged, triggered by action: save_post 
[2024-12-28 04:39:10 : INFO] - Cache for next post (with URL: https://trainyit.appszonebd.com/the-ever-evolving-world-of-web-development/) adjacent to post with id: 15727 has been purged, triggered by action: save_post 
[2024-12-28 04:39:10 : INFO] - Cache for all archives page associated with post_type: post and Title: "Why MS Excel is mendatory" have been purged, triggered by action: save_post 
[2024-12-28 04:39:11 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2024-12-28 04:39:11 : INFO] - Cache for URL: https://trainyit.appszonebd.com/why-ms-excel-is-mendatory/ has been purged, triggered by action: save_post 
[2024-12-28 04:39:11 : INFO] - Cache for next post (with URL: https://trainyit.appszonebd.com/the-ever-evolving-world-of-web-development/) adjacent to post with id: 15727 has been purged, triggered by action: save_post 
[2024-12-28 04:39:11 : INFO] - Cache for all archives page associated with post_type: post and Title: "Why MS Excel is mendatory" have been purged, triggered by action: save_post 
[2024-12-28 04:40:28 : INFO] - Cache for URL: https://trainyit.appszonebd.com/blog-page/ has been purged, triggered by action: save_post 
[2024-12-28 04:40:28 : INFO] - Cache for URL: https://trainyit.appszonebd.com/blog-page/ has been purged, triggered by action: save_post 
[2024-12-28 04:40:28 : INFO] - Cache for URL: https://trainyit.appszonebd.com/blog-page/ has been purged, triggered by action: save_post 
[2024-12-28 04:40:48 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2024-12-28 04:40:48 : INFO] - Cache for URL: https://trainyit.appszonebd.com/why-ms-excel-is-mendatory/ has been purged, triggered by action: save_post 
[2024-12-28 04:40:48 : INFO] - Cache for next post (with URL: https://trainyit.appszonebd.com/the-ever-evolving-world-of-web-development/) adjacent to post with id: 15727 has been purged, triggered by action: save_post 
[2024-12-28 04:40:48 : INFO] - Cache for all archives page associated with post_type: post and Title: "Why MS Excel is mendatory" have been purged, triggered by action: save_post 
[2024-12-28 04:41:23 : INFO] - Cache for URL: https://trainyit.appszonebd.com/?p=15754 has been purged, triggered by action: save_post 
[2024-12-28 04:41:23 : INFO] - Cache for previous post (with URL: https://trainyit.appszonebd.com/the-ever-evolving-world-of-web-development/) adjacent to post with id: 15754 has been purged, triggered by action: save_post 
[2024-12-28 04:41:23 : INFO] - Cache for all archives page associated with post_type: post and Title: "Auto Draft" have been purged, triggered by action: save_post 
[2024-12-28 04:41:50 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2024-12-28 04:41:50 : INFO] - Cache for URL: https://trainyit.appszonebd.com/why-ms-excel-is-mendatory/ has been purged, triggered by action: save_post 
[2024-12-28 04:41:50 : INFO] - Cache for next post (with URL: https://trainyit.appszonebd.com/the-ever-evolving-world-of-web-development/) adjacent to post with id: 15727 has been purged, triggered by action: save_post 
[2024-12-28 04:41:50 : INFO] - Cache for all archives page associated with post_type: post and Title: "Why MS Excel is mendatory" have been purged, triggered by action: save_post 
[2024-12-28 04:41:51 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2024-12-28 04:41:51 : INFO] - Cache for URL: https://trainyit.appszonebd.com/why-ms-excel-is-mendatory/ has been purged, triggered by action: save_post 
[2024-12-28 04:41:51 : INFO] - Cache for next post (with URL: https://trainyit.appszonebd.com/the-ever-evolving-world-of-web-development/) adjacent to post with id: 15727 has been purged, triggered by action: save_post 
[2024-12-28 04:41:51 : INFO] - Cache for all archives page associated with post_type: post and Title: "Why MS Excel is mendatory" have been purged, triggered by action: save_post 
[2024-12-28 07:38:58 : INFO] - Cache for URL: https://trainyit.appszonebd.com/?post_type=courses&p=15755 has been purged, triggered by action: save_post 
[2024-12-28 07:38:58 : INFO] - Cache for archive page associated with post_type: courses and Title: "New Course" has been purged, triggered by action: save_post 
[2025-01-08 06:20:46 : INFO] - Cache for URL: https://trainyit.appszonebd.com/?p=15758 has been purged, triggered by action: save_post 
[2025-01-08 06:20:46 : INFO] - Cache for previous post (with URL: https://trainyit.appszonebd.com/the-ever-evolving-world-of-web-development/) adjacent to post with id: 15758 has been purged, triggered by action: save_post 
[2025-01-08 06:20:46 : INFO] - Cache for all archives page associated with post_type: post and Title: "Auto Draft" have been purged, triggered by action: save_post 
[2025-01-08 06:35:10 : INFO] - Cache for URL: https://trainyit.appszonebd.com/?post_type=courses&p=15755 has been purged, triggered by action: save_post 
[2025-01-08 06:35:10 : INFO] - Cache for archive page associated with post_type: courses and Title: "New Course" has been purged, triggered by action: save_post 
[2025-01-08 06:35:12 : INFO] - Cache for URL: https://trainyit.appszonebd.com/?post_type=courses&p=15686 has been purged, triggered by action: save_post 
[2025-01-08 06:35:12 : INFO] - Cache for archive page associated with post_type: courses and Title: "New Course" has been purged, triggered by action: save_post 
[2025-01-08 06:35:16 : INFO] - Cache for URL: https://trainyit.appszonebd.com/?post_type=courses&p=15761 has been purged, triggered by action: save_post 
[2025-01-08 06:35:16 : INFO] - Cache for archive page associated with post_type: courses and Title: "New Course" has been purged, triggered by action: save_post 
[2025-01-08 06:42:24 : INFO] - Cache for URL: https://trainyit.appszonebd.com/courses/professional-graphic-design/ has been purged, triggered by action: save_post 
[2025-01-08 06:42:24 : INFO] - Cache for archive page associated with post_type: courses and Title: "Professional Graphic Design" has been purged, triggered by action: save_post 
[2025-01-08 06:44:55 : INFO] - Cache for URL: https://trainyit.appszonebd.com/courses/professional-graphic-design/ has been purged, triggered by action: save_post 
[2025-01-08 06:44:55 : INFO] - Cache for archive page associated with post_type: courses and Title: "Professional Graphic Design" has been purged, triggered by action: save_post 
[2025-01-08 06:44:55 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2025-01-08 06:46:40 : INFO] - Cache for URL: https://trainyit.appszonebd.com/courses/professional-graphic-design/ has been purged, triggered by action: save_post 
[2025-01-08 06:46:40 : INFO] - Cache for archive page associated with post_type: courses and Title: "Professional Graphic Design" has been purged, triggered by action: save_post 
[2025-01-08 06:46:40 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2025-01-08 06:47:48 : INFO] - Cache for URL: https://trainyit.appszonebd.com/courses/professional-graphic-design/ has been purged, triggered by action: save_post 
[2025-01-08 06:47:48 : INFO] - Cache for archive page associated with post_type: courses and Title: "Professional Graphic Design" has been purged, triggered by action: save_post 
[2025-01-08 06:47:48 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2025-01-08 06:50:31 : INFO] - Cache for URL: https://trainyit.appszonebd.com/courses/professional-graphic-design/ has been purged, triggered by action: save_post 
[2025-01-08 06:50:31 : INFO] - Cache for archive page associated with post_type: courses and Title: "Professional Graphic Design" has been purged, triggered by action: save_post 
[2025-01-08 06:50:31 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2025-01-08 06:50:59 : INFO] - Cache for URL: https://trainyit.appszonebd.com/?post_type=product&p=15773 has been purged, triggered by action: save_post 
[2025-01-08 06:50:59 : INFO] - Cache for archive page associated with post_type: product and Title: "AUTO-DRAFT" has been purged, triggered by action: save_post 
[2025-01-08 06:52:06 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2025-01-08 06:52:06 : INFO] - Cache for URL: https://trainyit.appszonebd.com/product/professional-graphic-design/ has been purged, triggered by action: woocommerce_product_set_stock 
[2025-01-08 06:52:06 : INFO] - Cache for URL: https://trainyit.appszonebd.com/product/professional-graphic-design/ has been purged, triggered by action: save_post 
